classification	reason	file	line	column	value	context	decision	replacement
ambiguous	No deterministic value relationship	supporting_content/attributes/dataset_configuration.md	195	23	Prod	"* ""prod"" should match ""Prod"", ""PROD"", and ""prod"""	apply_repo_review	`Prod`
ambiguous	No deterministic value relationship	supporting_content/attributes/dataset_configuration.md	195	31	PROD	"* ""prod"" should match ""Prod"", ""PROD"", and ""prod"""	apply_repo_review	`PROD`
ambiguous	No deterministic value relationship	supporting_content/attributes/dataset_configuration.md	195	43	prod	"* ""prod"" should match ""Prod"", ""PROD"", and ""prod"""	apply_repo_review	`prod`
ambiguous	No deterministic value relationship	supporting_content/attributes/dataset_configuration.md	202	3	Prod	"* ""Prod"" and ""prod"" likely represent the same environment"	apply_repo_review	`Prod`
ambiguous	No deterministic value relationship	supporting_content/attributes/dataset_configuration.md	202	14	prod	"* ""Prod"" and ""prod"" likely represent the same environment"	apply_repo_review	`prod`
ambiguous	No deterministic value relationship	supporting_content/attributes/dataset_configuration.md	207	8	Prod	"* When ""Prod"" and ""prod"" are merged, which value should be returned?"	apply_repo_review	`Prod`
ambiguous	No deterministic value relationship	supporting_content/attributes/dataset_configuration.md	207	19	prod	"* When ""Prod"" and ""prod"" are merged, which value should be returned?"	apply_repo_review	`prod`
ambiguous	No deterministic value relationship	supporting_content/attributes/discount_handling.md	38	8	Unused commitment	"5. The ""Unused commitment"" row is for that unused amount."	apply_repo_review	`Unused commitment`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	38	114	Tax	"* ~~**NOK:** EffectiveCost MUST be derived from the EffectiveCost of underlying *charges* when ChargeCategory is ""Tax"" or ""Adjustment"".~~"	apply_repo_review	`Tax`
value_high	Normative entity context (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	38	123	Adjustment	"* ~~**NOK:** EffectiveCost MUST be derived from the EffectiveCost of underlying *charges* when ChargeCategory is ""Tax"" or ""Adjustment"".~~"	apply_repo_review	`Adjustment`
value_high	Entity predicate (InvoiceIssuerName)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	54	260	Closed	"> * The sum of InvoiceDetail.BilledCost for a given InvoiceDetail.InvoiceDetailId, InvoiceDetail.InvoiceId, and InvoiceDetail.InvoiceIssuerName MUST match the payable amount provided in the corresponding invoice line items when InvoiceDetail.InvoiceStatus is ""Closed""."	apply_repo_review	`Closed`
value_high	Entity predicate (InvoiceIssuerName)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	55	329	Closed	"> * The sum of InvoiceDetail.BilledCost for a given InvoiceDetail.InvoiceDetailId, InvoiceDetail.InvoiceId, and InvoiceDetail.InvoiceIssuerName MUST match the sum of CostAndUsage.BilledCost for the same CostAndUsage.InvoiceDetailId, CostAndUsage.InvoiceId, and CostAndUsage.InvoiceIssuerName when InvoiceDetail.InvoiceStatus is ""Closed""."	apply_repo_review	`Closed`
value_high	Entity predicate (InvoiceIssuerName)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	56	334	Open	"> * The sum of InvoiceDetail.BilledCost for a given InvoiceDetail.InvoiceDetailId, InvoiceDetail.InvoiceId, and InvoiceDetail.InvoiceIssuerName MAY differ from the sum of CostAndUsage.BilledCost for the same CostAndUsage.InvoiceDetailId, CostAndUsage.InvoiceId, and CostAndUsage.InvoiceIssuerName when InvoiceDetail.InvoiceStatus is ""Open""."	apply_repo_review	`Open`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	78	196	Adjustment	"* ~~**NOK:** EffectiveCost MUST match the BilledCost in scenarios where this *charge* is not covering other eligible *charges* or is not covered by other eligible *charges* and ChargeCategory is ""Adjustment"".~~"	apply_repo_review	`Adjustment`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	80	77	Adjustment	"* ~~**NOK:** EffectiveCost MUST equal BilledCost when ChargeCategory is not ""Adjustment"" and the *charge* is neither intended to cover other eligible *charges* nor covered by other eligible *charges*.~~"	apply_repo_review	`Adjustment`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	81	71	Usage	"* **NOK:** EffectiveCost MUST equal BilledCost when ChargeCategory is ""Usage"" and the *charge* is not covered by other eligible *charges*."	apply_repo_review	`Usage`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	82	71	Purchase	"* **NOK:** EffectiveCost MUST equal BilledCost when ChargeCategory is ""Purchase"" and the *charge* is neither intended to cover other eligible *charges* nor covered by other eligible *charges*."	apply_repo_review	`Purchase`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	83	71	Tax	"* **NOK:** EffectiveCost MUST equal BilledCost when ChargeCategory is ""Tax"" or ""Credit""."	apply_repo_review	`Tax`
value_high	Normative entity context (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	83	80	Credit	"* **NOK:** EffectiveCost MUST equal BilledCost when ChargeCategory is ""Tax"" or ""Credit""."	apply_repo_review	`Credit`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	84	76	Adjustment	"* **NOK:** EffectiveCost MAY differ from BilledCost when ChargeCategory is ""Adjustment""."	apply_repo_review	`Adjustment`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	88	59	Purchase	"* **NOK:** EffectiveCost MUST be 0 when ChargeCategory is ""Purchase"" and the purchase is intended to cover related eligible *charges*."	apply_repo_review	`Purchase`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	92	114	Tax	"* ~~**NOK:** EffectiveCost MUST be derived from the EffectiveCost of underlying *charges* when ChargeCategory is ""Tax"" or ""Adjustment"".~~"	apply_repo_review	`Tax`
value_high	Normative entity context (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	92	123	Adjustment	"* ~~**NOK:** EffectiveCost MUST be derived from the EffectiveCost of underlying *charges* when ChargeCategory is ""Tax"" or ""Adjustment"".~~"	apply_repo_review	`Adjustment`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	96	238	Purchase	"* **NOK:** The sum of EffectiveCost MUST equal the sum of BilledCost within [*dataset artifacts*](#glossary:dataset-artifact) from a single data generator when those *dataset artifacts* include both purchase *charges* (ChargeCategory is ""Purchase"") and the related eligible *charges* they are intended to cover from the same source, or when the artifact contains neither purchase nor covered charges."	apply_repo_review	`Purchase`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	97	231	Purchase	"* **NOK:** The sum of EffectiveCost MAY differ from the sum of BilledCost within [*dataset artifacts*](#glossary:dataset-artifact) from a single data generator when the artifact contains only purchase *charges* (ChargeCategory is ""Purchase"") or only the related eligible *charges* they are intended to cover, and those *charges* originate from different data sources (e.g., marketplace scenarios)."	apply_repo_review	`Purchase`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	104	65	Usage	"* ~~**NOK:** The sum of EffectiveCost where ChargeCategory is ""Usage"" MUST equal the sum of BilledCost where ChargeCategory is ""Purchase"".~~"	apply_repo_review	`Usage`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	104	130	Purchase	"* ~~**NOK:** The sum of EffectiveCost where ChargeCategory is ""Usage"" MUST equal the sum of BilledCost where ChargeCategory is ""Purchase"".~~"	apply_repo_review	`Purchase`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	105	65	Usage	"* ~~**NOK:** The sum of EffectiveCost where ChargeCategory is ""Usage"" MUST equal the sum of EffectiveCost where ChargeCategory is ""Usage"" and [CommitmentDiscountStatus](#datasets.costandusage.commitmentdiscountstatus) is ""Used"", plus the sum of EffectiveCost where ChargeCategory is ""Usage"" and CommitmentDiscountStatus is ""Unused"".~~"	apply_repo_review	`Usage`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	105	133	Usage	"* ~~**NOK:** The sum of EffectiveCost where ChargeCategory is ""Usage"" MUST equal the sum of EffectiveCost where ChargeCategory is ""Usage"" and [CommitmentDiscountStatus](#datasets.costandusage.commitmentdiscountstatus) is ""Used"", plus the sum of EffectiveCost where ChargeCategory is ""Usage"" and CommitmentDiscountStatus is ""Unused"".~~"	apply_repo_review	`Usage`
value_high	Entity predicate (CommitmentDiscountStatus)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	105	224	Used	"* ~~**NOK:** The sum of EffectiveCost where ChargeCategory is ""Usage"" MUST equal the sum of EffectiveCost where ChargeCategory is ""Usage"" and [CommitmentDiscountStatus](#datasets.costandusage.commitmentdiscountstatus) is ""Used"", plus the sum of EffectiveCost where ChargeCategory is ""Usage"" and CommitmentDiscountStatus is ""Unused"".~~"	apply_repo_review	`Used`
value_high	Entity predicate (CommitmentDiscountStatus)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	105	286	Usage	"* ~~**NOK:** The sum of EffectiveCost where ChargeCategory is ""Usage"" MUST equal the sum of EffectiveCost where ChargeCategory is ""Usage"" and [CommitmentDiscountStatus](#datasets.costandusage.commitmentdiscountstatus) is ""Used"", plus the sum of EffectiveCost where ChargeCategory is ""Usage"" and CommitmentDiscountStatus is ""Unused"".~~"	apply_repo_review	`Usage`
value_high	Entity predicate (CommitmentDiscountStatus)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	105	326	Unused	"* ~~**NOK:** The sum of EffectiveCost where ChargeCategory is ""Usage"" MUST equal the sum of EffectiveCost where ChargeCategory is ""Usage"" and [CommitmentDiscountStatus](#datasets.costandusage.commitmentdiscountstatus) is ""Used"", plus the sum of EffectiveCost where ChargeCategory is ""Usage"" and CommitmentDiscountStatus is ""Unused"".~~"	apply_repo_review	`Unused`
value_high	Entity predicate (CommitmentDiscountStatus)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	106	49	Used	"* ~~**NOK:** When CommitmentDiscountStatus is ""Used"", EffectiveCost MUST represent the portion of the amortized *commitment discount* allocated to eligible *resources* or *services* consumed during the *charge period*.~~"	apply_repo_review	`Used`
value_high	Entity predicate (CommitmentDiscountStatus)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	107	49	Unused	"* ~~**NOK:** When CommitmentDiscountStatus is ""Unused"", EffectiveCost MUST represent the portion of the amortized *commitment discount* that was not allocated to any *resources* or *services* during the *charge period*.~~"	apply_repo_review	`Unused`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	115	61	Usage	"* **NOK:** The sum of EffectiveCost where ChargeCategory is ""Usage"" for a given [CommitmentDiscountId](#datasets.costandusage.commitmentdiscountid) MUST equal the sum of BilledCost where ChargeCategory is ""Purchase"" for the same CommitmentDiscountId."	apply_repo_review	`Usage`
value_high	Entity predicate (CommitmentDiscountId)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	115	206	Purchase	"* **NOK:** The sum of EffectiveCost where ChargeCategory is ""Usage"" for a given [CommitmentDiscountId](#datasets.costandusage.commitmentdiscountid) MUST equal the sum of BilledCost where ChargeCategory is ""Purchase"" for the same CommitmentDiscountId."	apply_repo_review	`Purchase`
value_high	Entity predicate (CommitmentDiscountStatus)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	116	209	Used	"* **NOK:** EffectiveCost MUST represent the portion of the amortized *commitment discount* allocated to eligible *resources* or *services* consumed during the *charge period* when CommitmentDiscountStatus is ""Used""."	apply_repo_review	`Used`
value_high	Entity predicate (CommitmentDiscountStatus)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	117	208	Unused	"* **NOK:** EffectiveCost MUST represent the portion of the amortized *commitment discount* that was not allocated to any *resources* or *services* during the *charge period* when CommitmentDiscountStatus is ""Unused""."	apply_repo_review	`Unused`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	131	93	Purchase	"> * EffectiveCost MUST be 0 when [ChargeCategory](#datasets.costandusage.chargecategory) is ""Purchase"" and the purchase is intended to cover related eligible *charges*."	apply_repo_review	`Purchase`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	133	32	Usage	"> * When ChargeCategory is not ""Usage"" or ""Purchase"", EffectiveCost adheres to the following additional requirements:"	apply_repo_review	`Usage`
value_high	Same line as explicit value context	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	133	43	Purchase	"> * When ChargeCategory is not ""Usage"" or ""Purchase"", EffectiveCost adheres to the following additional requirements:"	apply_repo_review	`Purchase`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	134	105	Tax	">   * EffectiveCost of a *charge* calculated based on other *charges* (e.g., when the ChargeCategory is ""Tax"") MUST be calculated based on the EffectiveCost of those related *charges*."	apply_repo_review	`Tax`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	135	98	Credit	">   * EffectiveCost of a *charge* unrelated to other *charges* (e.g., when the ChargeCategory is ""Credit"") MUST match the [BilledCost](#datasets.costandusage.billedcost)."	apply_repo_review	`Credit`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	141	93	Purchase	"> * EffectiveCost MUST be 0 when [ChargeCategory](#datasets.costandusage.chargecategory) is ""Purchase"" and the purchase is intended to cover related eligible *charges*."	apply_repo_review	`Purchase`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	142	103	Tax	"> * EffectiveCost MUST be derived from the EffectiveCost of underlying charges when ChargeCategory is ""Tax"" or ""Adjustment""."	apply_repo_review	`Tax`
value_high	Normative entity context (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	142	112	Adjustment	"> * EffectiveCost MUST be derived from the EffectiveCost of underlying charges when ChargeCategory is ""Tax"" or ""Adjustment""."	apply_repo_review	`Adjustment`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	150	231	Purchase	"> * The sum of EffectiveCost MUST equal the sum of BilledCost within [*dataset artifacts*](#glossary:dataset-artifact) from a single data generator when those *dataset artifacts* include both purchase *charges* (ChargeCategory is ""Purchase"") and the related eligible *charges* they are intended to cover from the same source, or when the artifact contains neither purchase nor covered charges."	apply_repo_review	`Purchase`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	151	224	Purchase	"> * The sum of EffectiveCost MAY differ from the sum of BilledCost within [*dataset artifacts*](#glossary:dataset-artifact) from a single data generator when the artifact contains only purchase *charges* (ChargeCategory is ""Purchase"") or only the related eligible *charges* they are intended to cover, and those *charges* originate from different data sources (e.g., marketplace scenarios)."	apply_repo_review	`Purchase`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	334	69	Purchase	"* EffectiveCost MUST be 0 when [ChargeCategory](#chargecategory) is ""Purchase"" and the purchase is intended to cover future eligible *charges*."	apply_repo_review	`Purchase`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	337	30	Usage	"* When ChargeCategory is not ""Usage"" or ""Purchase"", EffectiveCost MUST adhere to the following requirements:"	apply_repo_review	`Usage`
value_high	Same line as explicit value context	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	337	41	Purchase	"* When ChargeCategory is not ""Usage"" or ""Purchase"", EffectiveCost MUST adhere to the following requirements:"	apply_repo_review	`Purchase`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	338	103	Tax	"* EffectiveCost of a *charge* calculated based on other *charges* (e.g., when the ChargeCategory is ""Tax"") MUST be calculated based on the EffectiveCost of those related *charges*."	apply_repo_review	`Tax`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	339	96	Credit	"* EffectiveCost of a *charge* unrelated to other *charges* (e.g., when the ChargeCategory is ""Credit"") MUST match the [BilledCost](#billedcost)."	apply_repo_review	`Credit`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	341	54	Usage	"* The sum of EffectiveCost where ChargeCategory is ""Usage"" MUST equal the sum of BilledCost where ChargeCategory is ""Purchase""."	apply_repo_review	`Usage`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	341	119	Purchase	"* The sum of EffectiveCost where ChargeCategory is ""Usage"" MUST equal the sum of BilledCost where ChargeCategory is ""Purchase""."	apply_repo_review	`Purchase`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	342	54	Usage	"* The sum of EffectiveCost where ChargeCategory is ""Usage"" MUST equal the sum of EffectiveCost where ChargeCategory is ""Usage"" and [CommitmentDiscountStatus](#commitmentdiscountstatus) is ""Used"", plus the sum of EffectiveCost where ChargeCategory is ""Usage"" and CommitmentDiscountStatus is ""Unused""."	apply_repo_review	`Usage`
value_high	Entity predicate (ChargeCategory)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	342	122	Usage	"* The sum of EffectiveCost where ChargeCategory is ""Usage"" MUST equal the sum of EffectiveCost where ChargeCategory is ""Usage"" and [CommitmentDiscountStatus](#commitmentdiscountstatus) is ""Used"", plus the sum of EffectiveCost where ChargeCategory is ""Usage"" and CommitmentDiscountStatus is ""Unused""."	apply_repo_review	`Usage`
value_high	Entity predicate (CommitmentDiscountStatus)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	342	191	Used	"* The sum of EffectiveCost where ChargeCategory is ""Usage"" MUST equal the sum of EffectiveCost where ChargeCategory is ""Usage"" and [CommitmentDiscountStatus](#commitmentdiscountstatus) is ""Used"", plus the sum of EffectiveCost where ChargeCategory is ""Usage"" and CommitmentDiscountStatus is ""Unused""."	apply_repo_review	`Used`
value_high	Entity predicate (CommitmentDiscountStatus)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	342	253	Usage	"* The sum of EffectiveCost where ChargeCategory is ""Usage"" MUST equal the sum of EffectiveCost where ChargeCategory is ""Usage"" and [CommitmentDiscountStatus](#commitmentdiscountstatus) is ""Used"", plus the sum of EffectiveCost where ChargeCategory is ""Usage"" and CommitmentDiscountStatus is ""Unused""."	apply_repo_review	`Usage`
value_high	Entity predicate (CommitmentDiscountStatus)	supporting_content/datasets/cost_and_usage/columns/billed-and-effective-cost.md	342	293	Unused	"* The sum of EffectiveCost where ChargeCategory is ""Usage"" MUST equal the sum of EffectiveCost where ChargeCategory is ""Usage"" and [CommitmentDiscountStatus](#commitmentdiscountstatus) is ""Used"", plus the sum of EffectiveCost where ChargeCategory is ""Usage"" and CommitmentDiscountStatus is ""Unused""."	apply_repo_review	`Unused`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/billingaccounttype.md	26	31	Payer Account	"| AWS       | Not available | ""Payer Account"" |"	apply_repo_review	`Payer Account`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/billingaccounttype.md	27	31	Billing Account	"| GCP       | Not available | ""Billing Account""    |"	apply_repo_review	`Billing Account`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/billingaccounttype.md	28	31	Billing Account	"| Microsoft | EA            | ""Billing Account""    |"	apply_repo_review	`Billing Account`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/billingaccounttype.md	29	31	Billing Profile	"| Microsoft | MCA/MPA       | ""Billing Profile""    |"	apply_repo_review	`Billing Profile`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/billingaccounttype.md	30	31	Subscription	"| Microsoft | Other         | ""Subscription""       |"	apply_repo_review	`Subscription`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/billingaccounttype.md	31	31	Billing Account	"| OCI       | Not available | ""Billing Account""    |"	apply_repo_review	`Billing Account`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/chargecategory.md	31	271	Billing correction - Adjustment for project X for incorrect Flexible CUD charge	"| GCP       | adjustment                         | Adjustment | ![Screenshot of GCP cost details with type and mode columns.](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/assets/399533/af90e4cd-f3c0-448a-bb0f-0249bcf7135c)<br>Example 1:<br>Description: ""Billing correction - Adjustment for project X for incorrect Flexible CUD charge""<br>Mode: ""MANUAL_ADJUSTMENT""<br>Type: ""GENERAL_ADJUSTMENT"" |"	apply_repo_review	`Billing correction - Adjustment for project X for incorrect Flexible CUD charge`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/chargecategory.md	31	362	MANUAL_ADJUSTMENT	"| GCP       | adjustment                         | Adjustment | ![Screenshot of GCP cost details with type and mode columns.](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/assets/399533/af90e4cd-f3c0-448a-bb0f-0249bcf7135c)<br>Example 1:<br>Description: ""Billing correction - Adjustment for project X for incorrect Flexible CUD charge""<br>Mode: ""MANUAL_ADJUSTMENT""<br>Type: ""GENERAL_ADJUSTMENT"" |"	apply_repo_review	`MANUAL_ADJUSTMENT`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/chargecategory.md	31	391	GENERAL_ADJUSTMENT	"| GCP       | adjustment                         | Adjustment | ![Screenshot of GCP cost details with type and mode columns.](https://github.com/FinOps-Open-Cost-and-Usage-Spec/FOCUS_Spec/assets/399533/af90e4cd-f3c0-448a-bb0f-0249bcf7135c)<br>Example 1:<br>Description: ""Billing correction - Adjustment for project X for incorrect Flexible CUD charge""<br>Mode: ""MANUAL_ADJUSTMENT""<br>Type: ""GENERAL_ADJUSTMENT"" |"	apply_repo_review	`GENERAL_ADJUSTMENT`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/chargefrequency.md	44	59	Usage	"1. A consulting charge based on hours \[used\] would be a ""Usage"" charge."	apply_repo_review	`Usage`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/chargefrequency.md	45	154	One-Time	"* If the charge happens once and is not based on a long-term agreement over multiple ""periods"" (as defined by the consuling firm), then it would be a ""One-Time"" charge."	apply_repo_review	`One-Time`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/chargefrequency.md	46	141	Recurring	"* If there is an agreement that services would be available on a repeated basis with a consistent billing date, then the charge would be ""Recurring""."	apply_repo_review	`Recurring`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/chargefrequency.md	47	8	Usage-Based	"* A ""Usage-Based"" frequency would only make sense if the company were to charge after each consulting engagement (e.g., separate rows for each day consulting services were provided)."	apply_repo_review	`Usage-Based`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/chargefrequency.md	48	53	Adjustment	"2. A rounding [*adjustment*](#glossary:adjustment) (""Adjustment"") happens when invoices are generated."	apply_repo_review	`Adjustment`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/chargefrequency.md	49	82	One-Time	"* If the invoice is generated once and is not expected to repeat, it would be ""One-Time""."	apply_repo_review	`One-Time`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/chargefrequency.md	50	78	Recurring	"* Generally, invoices are repeated every billing period, which would be a ""Recurring"" frequency."	apply_repo_review	`Recurring`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/chargefrequency.md	51	13	Adjustment	"3. Credits (""Adjustment"") can be tracked in many ways. The frequency depends on how/when the credit is applied:"	apply_repo_review	`Adjustment`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/chargefrequency.md	52	106	One-Time	"* If the credit is only applied once and there is no expectation of it happening again, it would be a ""One-Time"" frequency."	apply_repo_review	`One-Time`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/chargefrequency.md	53	113	Recurring	"* If the credit is applied every ""period"" (e.g., weekly, monthly, quarterly) on the same date, it would be a ""Recurring"" frequency. This applies even if there are some months when the credit is not awarded."	apply_repo_review	`Recurring`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/chargefrequency.md	54	157	Usage-Based	"* If the credit is applied immediately after some usage requirements are met and it is not recorded in a consistent, periodic interval, then it would be ""Usage-Based""."	apply_repo_review	`Usage-Based`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/chargefrequency.md	58	3	Usage-Based	"* ""Usage-Based"" value means that charges will be incurred when usage occurs. If there's a charge that happens monthly, even if it's based on usage, it would have a frequency 'recurring' as it's occurrence does not depend on usage consumption but other contractual terms."	apply_repo_review	`Usage-Based`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/commitmentdiscountid.md	28	70	Committed Use Discount: CPU	"| GCP       | Big Query Billing Export | \<credit description>, i.e. ""Committed Use Discount: CPU""        |"	apply_repo_review	`Committed Use Discount: CPU`
value_high	String example table	supporting_content/datasets/cost_and_usage/columns/commitmentdiscountname.md	28	54	Spend-based committed use discount	"| GCP       | Big Query Billing Export   | Examples: ""Spend-based committed use discount"" |"	apply_repo_review	`Spend-based committed use discount`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	39	28	spot	"* Someone mentioned that ""spot"" was a marketing term, so we tried to avoid it."	apply_repo_review	`spot`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	40	30	Preemptible	"* We discussed values like ""Preemptible"" (confusing), ""Interruptible"" (not a pricing model), ""Market-Based"", ""Variable"", and ""Dynamic"". Ultimately, we agreed on ""Dynamic""."	apply_repo_review	`Preemptible`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	40	57	Interruptible	"* We discussed values like ""Preemptible"" (confusing), ""Interruptible"" (not a pricing model), ""Market-Based"", ""Variable"", and ""Dynamic"". Ultimately, we agreed on ""Dynamic""."	apply_repo_review	`Interruptible`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	40	96	Market-Based	"* We discussed values like ""Preemptible"" (confusing), ""Interruptible"" (not a pricing model), ""Market-Based"", ""Variable"", and ""Dynamic"". Ultimately, we agreed on ""Dynamic""."	apply_repo_review	`Market-Based`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	40	112	Variable	"* We discussed values like ""Preemptible"" (confusing), ""Interruptible"" (not a pricing model), ""Market-Based"", ""Variable"", and ""Dynamic"". Ultimately, we agreed on ""Dynamic""."	apply_repo_review	`Variable`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	40	128	Dynamic	"* We discussed values like ""Preemptible"" (confusing), ""Interruptible"" (not a pricing model), ""Market-Based"", ""Variable"", and ""Dynamic"". Ultimately, we agreed on ""Dynamic""."	apply_repo_review	`Dynamic`
